internal_vendor_id,vendor_name_normalized,total_received_amount,vendor_revenue_percentile,vendor_revenue_robust_zscore,total_transaction_count,average_ticket_size,unique_mps_served,unique_states_served,primary_state,primary_activity,primary_mp_id,primary_mp_name,single_mp_reliance_pct,feature_generated_at
INTERNAL_VND_16034,GRAM PANCHAYAT MOKHALI,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_093,SANTOSH PANDEY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16035,GRAM PANCHAYAT MUNGWANI,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_229,FAGGAN SINGH KULASTE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16036,GRAM PANCHAYAT NIRDHI,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of additional rooms and halls in the existing public and community building,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16037,GRAM PANCHAYAT PARARA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,HIMACHAL PRADESH,Setting up of kitchen and pantries,INTERNAL_MP_143,SURESH KUMAR KASHYAP,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16038,GRAM PANCHAYAT PETLA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_094,CHINTAMANI MAHARAJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16039,GRAM PANCHAYAT PIPLAV,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_107,MITESH RAMESHBHAI BAKABHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16040,GRAM PANCHAYAT PONDI UPRORA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of community centers and community halls,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16041,GRAM PANCHAYAT PUSLA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16042,GRAM PANCHAYAT RAKHOTA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_142,KANGANA RANAUT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16043,GRAM PANCHAYAT REECHA,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Development of playfields and sports grounds,INTERNAL_MP_229,FAGGAN SINGH KULASTE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16044,GRAM PANCHAYAT SAMARUMA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_091,RADHE SHYAM RATHIYA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16045,GRAM PANCHAYAT SAMLOUN,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_142,KANGANA RANAUT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16046,GRAM PANCHAYAT SARANGBHIRI,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16047,GRAM PANCHAYAT SONBARSA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Installing tube-wells and borewells,INTERNAL_MP_091,RADHE SHYAM RATHIYA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16048,GRAM PANCHAYAT SULIPUR VADNAGAR,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_119,HARIBHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16049,GRAM PANCHAYAT TEDAMA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16050,GRAM PANCHAYAT TINKHEDA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16051,GRAM PANCHAYAT USNAR KALAN,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,HIMACHAL PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_140,ANURAG SINGH THAKUR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16052,GRAM PANCHAYT LATHGAON,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_229,FAGGAN SINGH KULASTE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16053,GRAM PANCHAYT SUATALA,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16054,GRAM PANCHYAT BHESADAND,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16055,GRAM PANCHYAT DHANGAON,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16056,GRAM PANCHYAT GONDRA,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16057,GRAM PANCHYAT KALYANPUR,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,Retrofitting in essential lifeline buildings,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16058,GRAM PANCHYAT LANA CHETA,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_143,SURESH KUMAR KASHYAP,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16059,GRAM PANCHYAT SAKARVADA,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16060,GRAM PANCHYAT SANKH,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16061,GRAM PANCHYAT TENDANI MAL,150000.0,0.2839969611654824,-0.5058668841521375,3,50000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16062,GRAM PYT KAILASHPUR INDRA AWAS JIWAN,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_094,CHINTAMANI MAHARAJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16063,GRAMA PANCHAYAT JAMDIH,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of buildings for community cultural activities,INTERNAL_MP_094,CHINTAMANI MAHARAJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16064,GRAMPANCHAYAT PACHRA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of community centers and community halls,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16065,GUNTHALI GRAM PANCHYAT GRAM PANCHYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,Construction of footpaths and pedestrian ways,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16066,HADAMTALA GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_123,DR. MANSUKH MANDAVIYA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16067,HARINDER SINGH BHAMRA,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,PUNJAB,Construction of rooms and halls in school and colleges,INTERNAL_MP_328,AMRINDER SINGH RAJA WARRING,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16068,HATHNOLI GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,Installing tube-wells and borewells,INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16069,HIRPURA GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_119,HARIBHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16070,JAI SHREE CONSTRUCTION CO,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,PUNJAB,Fitting of Sitting RCC Benches in Public Places,INTERNAL_MP_320,MALVINDER SINGH KANG,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16071,JIEDKUPAR KHARMAW,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Installing community drinking water plants,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16072,JITAN SAH,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,UTTARAKHAND,Purchase of training equipment,INTERNAL_MP_497,AJAY TAMTA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16073,K IMLITEMJEN JAMIR,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,NAGALAND,Construction of footpaths and pedestrian ways,INTERNAL_MP_296,S SUPONGMEREN JAMIR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16074,K T SOMASHEKHAR,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_180,SHREYAS. M. PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16075,K V GEETHA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,KARNATAKA,Construction of community centers and community halls,INTERNAL_MP_180,SHREYAS. M. PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16076,KA PHAN L NONGLAIT MEMORIAL LP SCHOOL NONGTHLIEW,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of rooms and halls in school and colleges,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16077,KADVASAN GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_119,HARIBHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16078,KALSI INTERLOCK TILES,150000.0,0.2839969611654824,-0.5058668841521375,5,30000.0,1,1,PUNJAB,Development of playground,INTERNAL_MP_323,SHRI AMAR SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16079,KATWADI BAGDATH,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,HIMACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_143,SURESH KUMAR KASHYAP,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16080,KHONGLAH RCLP SCHOOL,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of rooms and halls in school and colleges,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16081,KHONGLAH SECONDARY SCHOOL,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of rooms and halls in school and colleges,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16082,KOLPURA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_233,ANITA NAGARSINGH CHOUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16083,MAA SHARDA VALDING WORK SHOP,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,Purchase of mobile water tankers,INTERNAL_MP_229,FAGGAN SINGH KULASTE,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16084,MAHALAKSHMI ENTERPRISE,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_030,DILIP SAIKIA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16085,MANU B MARAK,150000.0,0.2839969611654824,-0.5058668841521375,3,50000.0,1,1,MEGHALAYA,Construction of footpaths and pedestrian ways,INTERNAL_MP_294,SALENG A SANGMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16086,MARAN SECURITY SYSTEM,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,TAMIL NADU,Providing CCTV camera system for security of public areas,INTERNAL_MP_358,THARANIVENTHAN M S,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16087,MITANIN PROTSAHAN RASHI LEPRA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of community centers and community halls,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16088,MR PYNDAPBOR MANNER,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of rooms and halls in school and colleges,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16089,MS SANTOSHI TRADERS,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,ODISHA,Construction of community centers and community halls,INTERNAL_MP_307,RABINDRA NARAYAN BEHERA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16090,MULBHUT YOJNA G P SASIN,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of community centers and community halls,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16091,NADARKHA GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,Construction of rainwater harvesting structures,INTERNAL_MP_120,C R PATIL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16092,NADASHA GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_119,HARIBHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16093,NAMDATBOU,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,NAGALAND,Providing drains and gutters for public drainage,INTERNAL_MP_296,S SUPONGMEREN JAMIR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16094,NARSANDA GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16095,NIMAHA KHAKLARY,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_030,DILIP SAIKIA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16096,O M ROY MEMORIAL SECONDARY SCHOOL,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16097,PERMITHSON B MARAK,150000.0,0.2839969611654824,-0.5058668841521375,3,50000.0,1,1,MEGHALAYA,Construction of footpaths and pedestrian ways,INTERNAL_MP_294,SALENG A SANGMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16098,PHRINLYSHON K SYIEMLIEH,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of rooms and halls in school and colleges,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16099,PINGALWADA GRAM PANCHAYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_110,MANSUKHBHAI DHANJIBHAI VASAVA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16100,PRABHAKAR MARBLE EMPORIUM,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,PUNJAB,Construction of bus-sheds or bus-stops,INTERNAL_MP_320,MALVINDER SINGH KANG,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16101,PURNO R SANGMA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_294,SALENG A SANGMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16102,PYNDAP MAIN TONGPER,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of rooms and halls in school and colleges,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16103,RAJA K,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_182,M. MALLESH BABU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16104,RAJIB CHOWDHURY,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,ASSAM,Construction of community centers and community halls,INTERNAL_MP_030,DILIP SAIKIA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16105,RAJYA PRAVARTIT YOJANA GP ATMA NAGAR,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of community centers and community halls,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16106,RAMANA MUVADA GRAM PANCHYAT GRAM PANCHYAT,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,GUJARAT,Construction of footpaths and pedestrian ways,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16107,RAMENSON CH MARAK,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MEGHALAYA,Construction of footpaths and pedestrian ways,INTERNAL_MP_294,SALENG A SANGMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16108,RANGSILCHI CH MARAK,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MEGHALAYA,Construction of footpaths and pedestrian ways,INTERNAL_MP_294,SALENG A SANGMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16109,RIBOK KHARPRAN,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of public toilets and bathrooms,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16110,RICHARD NONGPHLANG,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of community centers and community halls,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16111,RIPIL MAWPHNIANG,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Development of playground,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16112,RISHA L RANI,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MEGHALAYA,Street lights,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16113,RISHAB DEV AGRO TECH,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,PUNJAB,Purchase of mobile water tankers,INTERNAL_MP_321,SMT HARSIMRAT KAUR BADAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16114,ROBERT BENISON WAHLANG,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MEGHALAYA,Construction of toilet blocks,INTERNAL_MP_293,ANDREW J. SYNGKON,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16115,SACHIV GRAM PANCHAYAT BAMHANGAONKALA,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16116,SACHIV GRAM PANCHAYAT DOLARIYA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16117,SACHIV GRAM PANCHAYAT KULAMADI,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16118,SAPPIN CH MOMIN,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MEGHALAYA,Construction of footpaths and pedestrian ways,INTERNAL_MP_294,SALENG A SANGMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16119,SARPANCH AND SACHIV GRAM PANCHAYAT BANBANDHA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of community centers and community halls,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16120,SARPANCH GP MANKADEHI KHURD,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16121,SARPANCH GP MENDKI,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16122,SARPANCH GP SINDRAIGURAIYATHAR,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of buildings for community cultural activities,INTERNAL_MP_217,BUNTY VIVEK SAHU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16123,SARPANCH GRAM PANCHAYAT CHACHEDI,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of buildings for community cultural activities,INTERNAL_MP_093,SANTOSH PANDEY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16124,SARPANCH GRAM PANCHAYAT PANEKA,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of community centers and community halls,INTERNAL_MP_093,SANTOSH PANDEY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16125,SARPANCH GRAM PANCHAYAT POUNI,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_093,SANTOSH PANDEY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16126,SARPANCH OF GRAM PANCHAYAT BAXSHAHI,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16127,SARPANCH SACHIV GRAM PANCHAYAT SIRSAKHURD,150000.0,0.2839969611654824,-0.5058668841521375,1,150000.0,1,1,CHHATTISGARH,Construction of community centers and community halls,INTERNAL_MP_086,VIJAY BAGHEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_16128,SARPANCH SACHIV GRAM PANCHAYAT TEKAPAR,150000.0,0.2839969611654824,-0.5058668841521375,2,75000.0,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
